teacher_id,title,author,genres,description,reading_level,number_in,number_out
9a237f7c6bbd539586f27b43d87183e5,El Guero: A True Adventure Story,Elizabeth Borton de Trevino,"{""Multicultural""}",Description of book goes here.,T,1,0
9a237f7c6bbd539586f27b43d87183e5,Elephant Run,Roland Smith,"{""Historical Fiction""}",Description of book goes here.,Y,1,0
9a237f7c6bbd539586f27b43d87183e5,Eleven,Patricia Reilly Giff,"{""Mystery""}",Description of book goes here.,N,1,0
9a237f7c6bbd539586f27b43d87183e5,Ella Enchanted,Gail Carson Levine,"{""Fantasy""}",Description of book goes here.,U,3,0
9a237f7c6bbd539586f27b43d87183e5,Emily Windsnap and the Castle in the Mist,Liz Kessler,"{""Fantasy""}",Description of book goes here.,V,1,0
9a237f7c6bbd539586f27b43d87183e5,Empty,Suzanne Weyn,"{""Adventure""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,Ender's Game,Orson Scott Card,"{""Science Fiction""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,Ereth's Birthday,Avi,"{""Fantasy""}",Description of book goes here.,S,1,0
9a237f7c6bbd539586f27b43d87183e5,Escape From Mr. Lemoncello's Library,Chris Grabenstein,"{""Mystery""}",Description of book goes here.,V,1,0
9a237f7c6bbd539586f27b43d87183e5,Esio Trot,Roald Dahl,"{""Humor""}",Description of book goes here.,S,1,0
9a237f7c6bbd539586f27b43d87183e5,Esperanza Rising,Pam Munoz Ryan,"{""Multicultural""}",Description of book goes here.,V,2,0
9a237f7c6bbd539586f27b43d87183e5,Everest: The Climb (Book 2),Gordon Korman,"{""Adventure""}",Description of book goes here.,T,1,0
9a237f7c6bbd539586f27b43d87183e5,Everest: The Contest (Book 1),Gordon Korman,"{""Adventure""}",Description of book goes here.,T,1,0
9a237f7c6bbd539586f27b43d87183e5,Everest: The Summit (Book 3),Gordon Korman,"{""Adventure""}",Description of book goes here.,T,1,0
9a237f7c6bbd539586f27b43d87183e5,"Every You, Every Me",David Levithan,"{""Realistic Fiction""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,Fairest,Gail Carson Levine,"{""Fantasy""}",Description of book goes here.,X,1,0
9a237f7c6bbd539586f27b43d87183e5,Fairway Phenom,Matt Christopher,"{""Realistic Fiction/Sports""}",Description of book goes here.,Q,1,0
9a237f7c6bbd539586f27b43d87183e5,Famous Dead People: Henry VIII and His Chopping Block,Alan Macdonald,"{""Biography""}",Description of book goes here.,RST,1,0
9a237f7c6bbd539586f27b43d87183e5,Fantastic Mr. Fox,Roald Dahl,"{""Fantasy/Humor""}",Description of book goes here.,P,2,0
9a237f7c6bbd539586f27b43d87183e5,Far Flung Adventures: Corby Flood (Book 2),Paul Stewart & Chris Riddell,"{""Adventure""}",Description of book goes here.,,1,0
9a237f7c6bbd539586f27b43d87183e5,Far Flung Adventures: Fergus Crane (Book 1),Paul Stewart & Chris Riddell,"{""Adventure""}",Description of book goes here.,,1,0
9a237f7c6bbd539586f27b43d87183e5,Flesh and Blood So Cheap: The Triangle Fire and Its Legacy,Albert Marrin,"{""Non-Fiction""}",Description of book goes here.,XYZ,1,0
9a237f7c6bbd539586f27b43d87183e5,Flowers for Algernon,Daniel Keyes,"{""Science Fiction""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,Flush,Carl Hiaasen,"{""Realistic Fiction""}",Description of book goes here.,W,2,0
9a237f7c6bbd539586f27b43d87183e5,Fourth Grade Rats,Jerry Spinelli,"{""Realistic Fiction""}",Description of book goes here.,Q,1,0
9a237f7c6bbd539586f27b43d87183e5,Freedom's Children: Young Civil Roghts Activists Tell Their Own Stories,Ellen Levine,"{""Memoir""}",Description of book goes here.,T,1,0
9a237f7c6bbd539586f27b43d87183e5,Friction,E.R. Frank,"{""Realistic Fiction""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,Gathering Blue,Lois Lowry,"{""Dytopian""}",Description of book goes here.,X,1,0
9a237f7c6bbd539586f27b43d87183e5,Geek Girl (Book 1),Holly Smale,"{""Realistic Fiction""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,Geek Magnet,Kieran Scott,"{""Realistic Fiction""}",Description of book goes here.,UVW,1,0
9a237f7c6bbd539586f27b43d87183e5,Generation Green: The Ultimate Teen Guide to Living an Eco-Friendly Life,Linda Silvertsen & Tosh Silvertsen,"{""Non-Fiction""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,Genius of Common Sense: Jane Jacobs and the Story of the Death and Life of Great American Cities,Glenna Lang & Marjory Wunsch,"{""Non-Fiction""}",Description of book goes here.,,1,0
9a237f7c6bbd539586f27b43d87183e5,Geoge's Marvelous Medicine,Roald Dahl,"{""Humor""}",Description of book goes here.,P,1,0
9a237f7c6bbd539586f27b43d87183e5,George Washington's Socks,Elvira Woodruff,"{""Historical Fiction""}",Description of book goes here.,T,1,0
9a237f7c6bbd539586f27b43d87183e5,George's Secret Key to the Universe (Book 1),Lucy Hawking & Stephen Hawking,"{""Science Fiction""}",Description of book goes here.,U,2,0
9a237f7c6bbd539586f27b43d87183e5,Go and Come Back,Joan Abelove,"{""Multicultural""}",Description of book goes here.,OPQ,2,0
9a237f7c6bbd539586f27b43d87183e5,Going Solo,Roald Dahl,"{""Fantasy/Humor""}",Description of book goes here.,T,3,0
9a237f7c6bbd539586f27b43d87183e5,Goosebumps: Attack of the Mutant,R.L. Stine,"{""Mystery/Horror""}",Description of book goes here.,P,2,0
9a237f7c6bbd539586f27b43d87183e5,"Goosebumps: Beware, the Snowman!",R.L. Stine,"{""Mystery/Horror""}",Description of book goes here.,P,1,0
9a237f7c6bbd539586f27b43d87183e5,Goosebumps: How to Kill a Monster,R.L. Stine,"{""Mystery/Horror""}",Description of book goes here.,P,1,0
9a237f7c6bbd539586f27b43d87183e5,Goosebumps: It Came From Beneath the Sink,R.L. Stine,"{""Mystery/Horror""}",Description of book goes here.,P,2,0
9a237f7c6bbd539586f27b43d87183e5,Goosebumps: Stay Out of the Basement,R.L. Stine,"{""Mystery/Horror""}",Description of book goes here.,P,1,0
9a237f7c6bbd539586f27b43d87183e5,Goosebumps: The Blob That Ate Everyone,R.L. Stine,"{""Mystery/Horror""}",Description of book goes here.,P,1,0
9a237f7c6bbd539586f27b43d87183e5,Goosebumps: Why I'm Afraid of Bees,R.L. Stine,"{""Mystery/Horror""}",Description of book goes here.,P,2,0
9a237f7c6bbd539586f27b43d87183e5,Goosebumps: You Can't Scare Me!,R.L. Stine,"{""Mystery/Horror""}",Description of book goes here.,P,1,0
9a237f7c6bbd539586f27b43d87183e5,Guardians of Ga'Hoole: The Capture (Book 1),Kathryn Lasky,"{""Fantasy""}",Description of book goes here.,R,2,0
9a237f7c6bbd539586f27b43d87183e5,Guardians of Ga'Hoole: The Rescue (Book 3),Kathryn Lasky,"{""Fantasy""}",Description of book goes here.,R,1,0
9a237f7c6bbd539586f27b43d87183e5,Guardians of Ga'Hoole: The Shattering (Book 5),Kathryn Lasky,"{""Fantasy""}",Description of book goes here.,R,1,0
9a237f7c6bbd539586f27b43d87183e5,Guardians of Ga'Hoole: The Siege (Book 4),Kathryn Lasky,"{""Fantasy""}",Description of book goes here.,R,1,0
9a237f7c6bbd539586f27b43d87183e5,Habibi,Naomi Shihab Nye,"{""Multicultural""}",Description of book goes here.,V,2,0
9a237f7c6bbd539586f27b43d87183e5,Handbook for Boys,Walter Dean Myers,"{""Realistic Fiction""}",Description of book goes here.,W,1,0
9a237f7c6bbd539586f27b43d87183e5,Hannah Montana: Rock the Waves,Suzanne Harper,"{""Realistic Fiction""}",Description of book goes here.,,1,0
9a237f7c6bbd539586f27b43d87183e5,Hard Drive to Short,Matt Christopher,"{""Realistic Fiction/Sports""}",Description of book goes here.,M,1,0
9a237f7c6bbd539586f27b43d87183e5,"Harriet Tubman, Secret Agent: How Daring Slaves and Free Blacks Spied for the Union During the Civil War",Thomas B. Allen,"{""Biography""}",Description of book goes here.,W,1,0
9a237f7c6bbd539586f27b43d87183e5,Harry Potter and the Deathly Hallows (Book 7),J.K. Rowling,"{""Fantasy/Adventure""}",Description of book goes here.,Z,4,0
9a237f7c6bbd539586f27b43d87183e5,Harry Potter and the Goblet of Fire (Book 4),J.K. Rowling,"{""Fantasy/Adventure""}",Description of book goes here.,W,4,0
9a237f7c6bbd539586f27b43d87183e5,Harry Potter and the Half-Blood Prince (Book 6),J.K. Rowling,"{""Fantasy/Adventure""}",Description of book goes here.,W,2,0
9a237f7c6bbd539586f27b43d87183e5,Harry Potter and the Order of the Phoenix (Book 5),J.K. Rowling,"{""Fantasy/Adventure""}",Description of book goes here.,W,1,0
9a237f7c6bbd539586f27b43d87183e5,Harry Potter and the Prisoner of Azkaban (Book 3),J.K. Rowling,"{""Fantasy/Adventure""}",Description of book goes here.,W,4,0
9a237f7c6bbd539586f27b43d87183e5,Hatchet,Gary Paulson,"{""Adventure""}",Description of book goes here.,R,1,0
9a237f7c6bbd539586f27b43d87183e5,Heartbeat,Sharon Creech,"{""Realistic Fiction/Poetry""}",Description of book goes here.,W,1,0
9a237f7c6bbd539586f27b43d87183e5,Heat,Mike Lupica,"{""Realistic Fiction/Sports""}",Description of book goes here.,V,1,0
9a237f7c6bbd539586f27b43d87183e5,Henry and the Paper Route,Beverly Clearly,"{""Realistic Fiction""}",Description of book goes here.,O,1,0
9a237f7c6bbd539586f27b43d87183e5,Henry Huggins,Beverly Clearly,"{""Realistic Fiction""}",Description of book goes here.,O,2,0
9a237f7c6bbd539586f27b43d87183e5,Heroes of Olympus: The Demigod Diaries (Extra),Rick Riordan,"{""Fantasy""}",Description of book goes here.,W,1,0
9a237f7c6bbd539586f27b43d87183e5,Heroes of Olympus: The Lost Hero (Book 1),Rick Riordan,"{""Fantasy""}",Description of book goes here.,W,2,0
9a237f7c6bbd539586f27b43d87183e5,Heroes of Olympus: The Mark of Athena (Book 3),Rick Riordan,"{""Fantasy""}",Description of book goes here.,W,2,0
9a237f7c6bbd539586f27b43d87183e5,Heroes of Olympus: The Son of Neptune (Book 2),Rick Riordan,"{""Fantasy""}",Description of book goes here.,W,2,0
9a237f7c6bbd539586f27b43d87183e5,His Dark Materials: The Amber Spyglass (Book 3),Philip Pullman,"{""Fantasy""}",Description of book goes here.,Z,2,0
9a237f7c6bbd539586f27b43d87183e5,Holes,Louis Sachar,"{""Realistic Fiction""}",Description of book goes here.,V,5,0
9a237f7c6bbd539586f27b43d87183e5,Homeboyz,Alan Lawrence Sitomer,"{""Realistic Fiction""}",Description of book goes here.,UVW,1,0
9a237f7c6bbd539586f27b43d87183e5,Homeless Bird,Gloria Whelan,"{""Multicultural""}",Description of book goes here.,S,1,0
9a237f7c6bbd539586f27b43d87183e5,Hoops,Walter Dean Myers,"{""Realistic Fiction/Sports""}",Description of book goes here.,X,5,0
9a237f7c6bbd539586f27b43d87183e5,How I Survived Being a Girl,Wendelin Can Draanen,"{""Realistic Fiction""}",Description of book goes here.,X,1,0
9a237f7c6bbd539586f27b43d87183e5,How to Rock Braces and Glasses,Meg Haston,"{""Realistic Fiction""}",Description of book goes here.,,2,0
9a237f7c6bbd539586f27b43d87183e5,How to Write Haiku and Other Short Poems,Paul Janeczko,"{""How To/Poetry""}",Description of book goes here.,,1,0
9a237f7c6bbd539586f27b43d87183e5,Howliday Inn,James Howe,"{""Mystery""}",Description of book goes here.,P,1,0
9a237f7c6bbd539586f27b43d87183e5,Hunger Games Trilogy: Catching Fire (Book 2),Suzanne Collins,"{""Fantasy/Dystopian""}",Description of book goes here.,Z,6,0
9a237f7c6bbd539586f27b43d87183e5,Hunger Games Trilogy: Mockingjay (Book 3),Suzanne Collins,"{""Fantasy/Dystopian""}",Description of book goes here.,Z,2,0
9a237f7c6bbd539586f27b43d87183e5,Hunger Games Trilogy: The Hunger Games (Book 1),Suzanne Collins,"{""Fantasy/Dystopian""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,Hush,Jacqueline Woodson,"{""Realistic Fiction""}",Description of book goes here.,Y,4,0
9a237f7c6bbd539586f27b43d87183e5,I Am Malala: How One Girl Stood Up for Education and Changed the World,Malala Yousafzai,"{""Autobiography""}",Description of book goes here.,Y,1,0
9a237f7c6bbd539586f27b43d87183e5,I Can't Believe I Have to do This,Jan Alford,"{""Realistic Fiction""}",Description of book goes here.,S,1,0
9a237f7c6bbd539586f27b43d87183e5,I Know Caged Bird Sings,Maya Angelou,"{""Memoir""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,I Was a Rat!,Philip Pullman,"{""Adventure""}",Description of book goes here.,OPQ,1,0
9a237f7c6bbd539586f27b43d87183e5,I'm nobody! Who are you?: Poems by Emily Dickinson,Emily Dickinson,"{""Poetry""}",Description of book goes here.,,1,0
9a237f7c6bbd539586f27b43d87183e5,Ice Magic,Matt Christopher,"{""Realistic Fiction/Sports""}",Description of book goes here.,Q,1,0
9a237f7c6bbd539586f27b43d87183e5,Ida B,Katherine Hannigan,"{""Realistic Fiction""}",Description of book goes here.,S,2,0
9a237f7c6bbd539586f27b43d87183e5,Identical,Ellen Hopkins,"{""Poetry/Realistic Fiction""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,Iggie's House,Judy Blume,"{""Realistic Fiction""}",Description of book goes here.,R,2,0
9a237f7c6bbd539586f27b43d87183e5,Illusion,Christina Yelich-Koth,"{""Science Fiction""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,In the Time of the Butterflies,Julia Alvarez,"{""Historical Fiction""}",Description of book goes here.,UVW,1,0
9a237f7c6bbd539586f27b43d87183e5,Indigo Star,Hilary McKay,"{""Realistic Fiction""}",Description of book goes here.,W,1,0
9a237f7c6bbd539586f27b43d87183e5,Island of the Blue Dolphins,Scott O'Dell,"{""Historical Fiction""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,It's Not the End of the World,Judy Blume,"{""Realistic Fiction""}",Description of book goes here.,T,1,0
9a237f7c6bbd539586f27b43d87183e5,Jacob I Have Loved,Katherine Paterson,"{""Realistic Fiction""}",Description of book goes here.,U,1,0
9a237f7c6bbd539586f27b43d87183e5,James and the Giant Peach,Roald Dahl,"{""Fantasy/Humor""}",Description of book goes here.,Q,2,0
9a237f7c6bbd539586f27b43d87183e5,Jane Eyre,Charlotte Bronte,"{""Classics""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,Joey Pigza Swallowed the Key,Jack Gantos,"{""Realistic Fiction""}",Description of book goes here.,T,1,0
9a237f7c6bbd539586f27b43d87183e5,Junie B. Jones and a Little Monkey Business (Book 2),Barbara Park,"{""Humor""}",Description of book goes here.,N,1,0
9a237f7c6bbd539586f27b43d87183e5,Junie B. Jones and Her Big Fat Mouth (Book 3),Barbara Park,"{""Humor""}",Description of book goes here.,N,1,0
9a237f7c6bbd539586f27b43d87183e5,Junie B. Jones and Some Sneaky Peeky Spying (Book 4),Barbara Park,"{""Humor""}",Description of book goes here.,N,1,0
9a237f7c6bbd539586f27b43d87183e5,Junie B. Jones and the Yucky Blucky Fruitcake (Book 5),Barbara Park,"{""Humor""}",Description of book goes here.,N,1,0
9a237f7c6bbd539586f27b43d87183e5,Junie B. Jones Has a Monster Under Her Bed (Book 8),Barbara Park,"{""Humor""}",Description of book goes here.,N,1,0
9a237f7c6bbd539586f27b43d87183e5,Junie B. Jones Has a Peep in Her Pocket (Book 15),Barbara Park,"{""Humor""}",Description of book goes here.,N,1,0
9a237f7c6bbd539586f27b43d87183e5,Junie B. Jones Is a Party Animal (Book 10),Barbara Park,"{""Humor""}",Description of book goes here.,N,1,0
9a237f7c6bbd539586f27b43d87183e5,Junie B. Jones Loves Handsome Warren (Book 7),Barbara Park,"{""Humor""}",Description of book goes here.,N,1,0
9a237f7c6bbd539586f27b43d87183e5,Just as Long as We're Together,Judy Blume,"{""Realistic Fiction""}",Description of book goes here.,T,2,0
9a237f7c6bbd539586f27b43d87183e5,Kinda Like Brothers,Coe Booth,"{""Realistic Fiction""}",Description of book goes here.,OPQ,2,0
9a237f7c6bbd539586f27b43d87183e5,"Kiss Me, Kill Me",Lauren Henderson,"{""Mystery""}",Description of book goes here.,,1,0
9a237f7c6bbd539586f27b43d87183e5,Knots in My Yo-Yo String,Jerry Spinelli,"{""Autobiography""}",Description of book goes here.,U,4,0
9a237f7c6bbd539586f27b43d87183e5,Last Summer with Maizon,Jacqueline Woodson,"{""Realistic Fiction""}",Description of book goes here.,Q,1,0
9a237f7c6bbd539586f27b43d87183e5,Leap Day,Wendy Mass,"{""Fantasy""}",Description of book goes here.,V,1,0
9a237f7c6bbd539586f27b43d87183e5,Letter from a Nut,Jed L. Nancy,"{""Realistic Fiction/Humor""}",Description of book goes here.,X,1,0
9a237f7c6bbd539586f27b43d87183e5,Letters From Rifka,Karen Hesse,"{""Historical Fiction""}",Description of book goes here.,S,4,0
9a237f7c6bbd539586f27b43d87183e5,Leven Thumps and The Ruins of Alder (Book 1),Obert Skye,"{""Adventure""}",Description of book goes here.,W,1,0
9a237f7c6bbd539586f27b43d87183e5,Leven Thumps and the Whispered Secret (Book 2),Obert Skye,"{""Adventure""}",Description of book goes here.,W,1,0
9a237f7c6bbd539586f27b43d87183e5,Like Sisters on the Homefront,Rita Williams-Garcia,"{""Realistic Fiction""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,Lincoln: A Photobiography,Russell Freedman,"{""Non-Fiction""}",Description of book goes here.,,1,0
9a237f7c6bbd539586f27b43d87183e5,Listening for Lions,Gloria Whelan,"{""Historical Fiction""}",Description of book goes here.,X,1,0
9a237f7c6bbd539586f27b43d87183e5,Little Women,Louisa May Alcott,"{""Classics""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,Living Up the Street,Gary Soto,"{""Realistic Fiction""}",Description of book goes here.,Y,2,0
9a237f7c6bbd539586f27b43d87183e5,Lizzie Bright and the Buckminster Boy,Gary D. Schmidt,"{""Historical Fiction""}",Description of book goes here.,X,1,0
9a237f7c6bbd539586f27b43d87183e5,Locomotion,Jacqueline Woodson,"{""Realistic Fiction/Poetry""}",Description of book goes here.,V,2,0
9a237f7c6bbd539586f27b43d87183e5,Looking for Red,Angela Johnson,"{""Realistic Fiction""}",Description of book goes here.,T,1,0
9a237f7c6bbd539586f27b43d87183e5,Lord Edgware Dies,Agatha Christie,"{""Mystery""}",Description of book goes here.,OPQ,1,0
9a237f7c6bbd539586f27b43d87183e5,Lord of the Flies,William Golding,"{""Classics""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,Loser,Jerry Spinelli,"{""Realistic Fiction""}",Description of book goes here.,U,2,0
9a237f7c6bbd539586f27b43d87183e5,Love That Dog,Sharon Creech,"{""Realistic Fiction/Poetry""}",Description of book goes here.,T,1,0
9a237f7c6bbd539586f27b43d87183e5,Magic Can Be Murder,Vivian Vande Velde,"{""Mystery/Romance""}",Description of book goes here.,W,1,0
9a237f7c6bbd539586f27b43d87183e5,Magnus Chase and the Gods of Asgard: The Sword of Summer (Book 1),Rick Riordan,"{""Adventure""}",Description of book goes here.,,1,0
9a237f7c6bbd539586f27b43d87183e5,Malcolm X: By Any Means Necessary,Walter Dean Myers,"{""Biography""}",Description of book goes here.,W,1,0
9a237f7c6bbd539586f27b43d87183e5,Maniac Magee,Jerry Spinelli,"{""Realistic Fiction""}",Description of book goes here.,W,6,0
9a237f7c6bbd539586f27b43d87183e5,"Marie Antoinette, Serial Killer",Katie Alender,"{""Historical Fiction""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,Marvin Redpost: Alone in His Teacher's House (Book 4),Louis Sachar,"{""Humor""}",Description of book goes here.,L,1,0
9a237f7c6bbd539586f27b43d87183e5,Marvin Redpost: Is He a Girl? (Book 3),Louis Sachar,"{""Humor""}",Description of book goes here.,M,1,0
9a237f7c6bbd539586f27b43d87183e5,Matilda,Roald Dahl,"{""Fantasy/Humor""}",Description of book goes here.,S,1,0
9a237f7c6bbd539586f27b43d87183e5,May I Bring a Friend?,Beatrice Schenk De Regniers,"{""Learning to Read""}",Description of book goes here.,I,1,0
9a237f7c6bbd539586f27b43d87183e5,Me and Earl and the Dying Girl,Jesse Andrews,"{""Realistic Fiction""}",Description of book goes here.,Z,2,0
9a237f7c6bbd539586f27b43d87183e5,"Me, Mop, and the Moondance Kid",Walter Dean Myers,"{""Realistic Fiction""}",Description of book goes here.,S,2,0
9a237f7c6bbd539586f27b43d87183e5,Melindy's Medal,Georgene Faulkner & John Becker,"{""Adventure""}",Description of book goes here.,,1,0
9a237f7c6bbd539586f27b43d87183e5,Messenger,Lois Lowry,"{""Dytopian""}",Description of book goes here.,V,1,0
9a237f7c6bbd539586f27b43d87183e5,Miracle's Boys,Jacqueline Woodson,"{""Realistic Fiction""}",Description of book goes here.,Z,6,0
9a237f7c6bbd539586f27b43d87183e5,Miss Peregrine's Peculiar Children (Book 1),Ransom Riggs,"{""Fantasy""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,Miss Peregrine's Peculiar Children: Hollow City (Book 2),Ransom Riggs,"{""Fantasy""}",Description of book goes here.,Z,3,0
9a237f7c6bbd539586f27b43d87183e5,Moon Base Alpha: Space Case,Stuart Gibbs,"{""Science Fiction""}",Description of book goes here.,W,1,0
9a237f7c6bbd539586f27b43d87183e5,Mouse Tales,Arnold Lobel,"{""Learning to Read""}",Description of book goes here.,J,1,0
9a237f7c6bbd539586f27b43d87183e5,Mr. Popper's Penguins,Richard and Floreance Atwater,"{""Fantasy/Classic""}",Description of book goes here.,Q,1,0
9a237f7c6bbd539586f27b43d87183e5,Mr. Terupt Falls Again,Rob Buyea,"{""Realistic Fiction""}",Description of book goes here.,R,1,0
9a237f7c6bbd539586f27b43d87183e5,Mrs. Frisby and the Rats of Nimh,Robert C. O'Brien,"{""Fantasy""}",Description of book goes here.,V,1,0
9a237f7c6bbd539586f27b43d87183e5,Muggie Maggie,Beverly Clearly,"{""Realistic Fiction""}",Description of book goes here.,O,1,0
9a237f7c6bbd539586f27b43d87183e5,My Life With the Chimpanzees: The Fascinating Story of the World's Most Celebrated Naturalist,Jane Goodalll,"{""Non-Fiction""}",Description of book goes here.,W,1,0
9a237f7c6bbd539586f27b43d87183e5,My Name is America: A Journey to the New World: The Diary of Remember Patience Whipple,Kathryn Lasky,"{""Historical Fiction""}",Description of book goes here.,UVW,1,0
9a237f7c6bbd539586f27b43d87183e5,My Name is America: The Journal of Biddy Owens: The Negro Leagues,Walter Dean Myers,"{""Historical Fiction""}",Description of book goes here.,UVW,1,0
9a237f7c6bbd539586f27b43d87183e5,My Name is America: The Journal of Douglas Allen Deeds: The Donner Party Expedition,Rodman Philbrick,"{""Historical Fiction""}",Description of book goes here.,UVW,1,0
9a237f7c6bbd539586f27b43d87183e5,My Name is America: The Journal of James Edmond Pease: A Civil War Union Soldier,Jim Murphy,"{""Historical Fiction""}",Description of book goes here.,UVW,1,0
9a237f7c6bbd539586f27b43d87183e5,My Name is America: The Journal of Otto Peltonen: A Finnish Immigrant,William Durbin,"{""Historical Fiction""}",Description of book goes here.,UVW,1,0
9a237f7c6bbd539586f27b43d87183e5,My Name is America: The Journal of Scott Penleton Collins: A World War II Soldier,Walter Dean Myers,"{""Historical Fiction""}",Description of book goes here.,UVW,1,0
9a237f7c6bbd539586f27b43d87183e5,My Secret Guide to Paris,Lisa Schroeder,"{""Realistic Fiction""}",Description of book goes here.,T,1,0
9a237f7c6bbd539586f27b43d87183e5,My Sister's Keeper,Jody Piccoult,"{""Realistic Fiction""}",Description of book goes here.,RST,1,0
9a237f7c6bbd539586f27b43d87183e5,Naomi and Ely's No Kiss List,Rachel Cohn & David Levithan,"{""Realistic Fiction""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,No Fear Shakespeare: A Midsummer Night's Dream,William Shakespeare,"{""Play""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,No Fear Shakespeare: Anthony and Cleopatra,William Shakespeare,"{""Play""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,No Fear Shakespeare: As You Like It,William Shakespeare,"{""Play""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,No Fear Shakespeare: Henry V,William Shakespeare,"{""Play""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,No Fear Shakespeare: Julius Caesar,William Shakespeare,"{""Play""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,No Fear Shakespeare: King Lear,William Shakespeare,"{""Play""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,No Fear Shakespeare: Macbeth,William Shakespeare,"{""Play""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,No Fear Shakespeare: Much Ado About Nothing,William Shakespeare,"{""Play""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,No Fear Shakespeare: Romeo and Juliet,William Shakespeare,"{""Play""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,No Fear Shakespeare: Sonnets,William Shakespeare,"{""Play""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,No Fear Shakespeare: The Merchant of Venice,William Shakespeare,"{""Play""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,No Fear Shakespeare: The Taming of the Shrew,William Shakespeare,"{""Play""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,No Fear Shakespeare: The Tempest,William Shakespeare,"{""Play""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,No More Dead Dogs,Gordon Korman,"{""Realistic Fiction/Humor""}",Description of book goes here.,U,1,0
9a237f7c6bbd539586f27b43d87183e5,Nobody Was Here: Seventh Grade in the Life of...,Alison Pollet,"{""Realistic Fiction""}",Description of book goes here.,W,1,0
9a237f7c6bbd539586f27b43d87183e5,Number the Stars,Lois Lowry,"{""Historical Fiction""}",Description of book goes here.,U,1,0
9a237f7c6bbd539586f27b43d87183e5,Oddballs,William Sleator,"{""Realistic Fiction""}",Description of book goes here.,X,1,0
9a237f7c6bbd539586f27b43d87183e5,"Oh, the Places He Went: A Story About Dr. Seuss",Maryann N. Weidt,"{""Biography""}",Description of book goes here.,R,1,0
9a237f7c6bbd539586f27b43d87183e5,On the Devil's Court,Carol Deuker,"{""Realistic Fiction/Sports""}",Description of book goes here.,RST,1,0
9a237f7c6bbd539586f27b43d87183e5,On the Far Side of the Mountain,Jean Craighead George,"{""Adventure""}",Description of book goes here.,V,1,0
9a237f7c6bbd539586f27b43d87183e5,One + One = Blue,MJ Auch,"{""Realistic Fiction""}",Description of book goes here.,UVW,1,0
9a237f7c6bbd539586f27b43d87183e5,One Came Home,Amy Timberlake,"{""Mystery""}",Description of book goes here.,T,1,0
9a237f7c6bbd539586f27b43d87183e5,One Crazy Summer,Rita Williams-Garcia,"{""Historical Fiction""}",Description of book goes here.,T,1,0
9a237f7c6bbd539586f27b43d87183e5,Orca: Breathless,Pam Withers,"{""Realistic Fiction""}",Description of book goes here.,N,1,0
9a237f7c6bbd539586f27b43d87183e5,Orca: Daredevil Club,Pam Withers,"{""Realistic Fiction""}",Description of book goes here.,N,1,0
9a237f7c6bbd539586f27b43d87183e5,Orca: Fastback Beach,Shirlee Smith Matheson,"{""Realistic Fiction""}",Description of book goes here.,O,1,0
